dataset,sender,receiver,contrast,reference,target,n_reference_donors,n_target_donors,n_paired_donors,n_reference_only,n_target_only,both_groups_present
"GSE134809","T_NK","Plasma::IgA plasma","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",11,11,0,11,11,TRUE
"GSE134809","T_NK","Plasma::IgA plasma","Stricture_minus_Inflamed","Inflamed","Stricture",11,0,0,11,0,FALSE
"GSE134809","T_NK","Plasma::IgG plasma","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","T_NK","Plasma::IgG plasma","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","T_NK","Plasma::IgG plasma","Inflamed_minus_Control","Control","Inflamed",0,8,0,0,8,FALSE
"GSE134809","T_NK","Plasma::IgG plasma","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",3,8,0,3,8,TRUE
"GSE134809","T_NK","Plasma::IgG plasma","Stricture_minus_Inflamed","Inflamed","Stricture",8,0,0,8,0,FALSE
"GSE134809","T_NK","Plasma::Transitional B","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","T_NK","Plasma::Transitional B","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","T_NK","Plasma::Transitional B","Inflamed_minus_Control","Control","Inflamed",0,1,0,0,1,FALSE
"GSE134809","T_NK","Plasma::Transitional B","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,1,0,0,1,FALSE
"GSE134809","T_NK","Plasma::Transitional B","Stricture_minus_Inflamed","Inflamed","Stricture",1,0,0,1,0,FALSE
"JCI2024","B_cell::ActB3","Endothelial","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,1,0,0,1,FALSE
"JCI2024","B_cell::ActB3","Endothelial","Stricture_minus_Control","Control","Stricture",0,1,0,0,1,FALSE
"JCI2024","B_cell::ActB3","Endothelial","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::ActB3","Endothelial","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::ActB3","Endothelial","Stricture_minus_Inflamed","Inflamed","Stricture",0,1,0,0,1,FALSE
"JCI2024","B_cell::ActB3","Epithelial","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,1,0,0,1,FALSE
"JCI2024","B_cell::ActB3","Epithelial","Stricture_minus_Control","Control","Stricture",0,1,0,0,1,FALSE
"JCI2024","B_cell::ActB3","Epithelial","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::ActB3","Epithelial","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::ActB3","Epithelial","Stricture_minus_Inflamed","Inflamed","Stricture",0,1,0,0,1,FALSE
"JCI2024","B_cell::ActB3","Mast","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,1,0,0,1,FALSE
"JCI2024","B_cell::ActB3","Mast","Stricture_minus_Control","Control","Stricture",0,1,0,0,1,FALSE
"JCI2024","B_cell::ActB3","Mast","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::ActB3","Mast","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::ActB3","Mast","Stricture_minus_Inflamed","Inflamed","Stricture",0,1,0,0,1,FALSE
"JCI2024","B_cell::ActB3","Mesenchymal_stromal","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,1,0,0,1,FALSE
"JCI2024","B_cell::ActB3","Mesenchymal_stromal","Stricture_minus_Control","Control","Stricture",0,1,0,0,1,FALSE
"JCI2024","B_cell::ActB3","Mesenchymal_stromal","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::ActB3","Mesenchymal_stromal","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::ActB3","Mesenchymal_stromal","Stricture_minus_Inflamed","Inflamed","Stricture",0,1,0,0,1,FALSE
"JCI2024","B_cell::ActB3","Myeloid","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,1,0,0,1,FALSE
"JCI2024","B_cell::ActB3","Myeloid","Stricture_minus_Control","Control","Stricture",0,1,0,0,1,FALSE
"JCI2024","B_cell::ActB3","Myeloid","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::ActB3","Myeloid","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::ActB3","Myeloid","Stricture_minus_Inflamed","Inflamed","Stricture",0,1,0,0,1,FALSE
"JCI2024","B_cell::ActB3","T_NK","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,1,0,0,1,FALSE
"JCI2024","B_cell::ActB3","T_NK","Stricture_minus_Control","Control","Stricture",0,1,0,0,1,FALSE
"JCI2024","B_cell::ActB3","T_NK","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::ActB3","T_NK","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::ActB3","T_NK","Stricture_minus_Inflamed","Inflamed","Stricture",0,1,0,0,1,FALSE
"JCI2024","B_cell::CSM","Endothelial","Stricture_minus_Non_stricture","Non-stricture","Stricture",5,6,5,0,1,TRUE
"JCI2024","B_cell::CSM","Endothelial","Stricture_minus_Control","Control","Stricture",0,6,0,0,6,FALSE
"JCI2024","B_cell::CSM","Endothelial","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::CSM","Endothelial","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::CSM","Endothelial","Stricture_minus_Inflamed","Inflamed","Stricture",0,6,0,0,6,FALSE
"JCI2024","B_cell::CSM","Epithelial","Stricture_minus_Non_stricture","Non-stricture","Stricture",4,6,4,0,2,TRUE
"JCI2024","B_cell::CSM","Epithelial","Stricture_minus_Control","Control","Stricture",0,6,0,0,6,FALSE
"JCI2024","B_cell::CSM","Epithelial","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::CSM","Epithelial","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::CSM","Epithelial","Stricture_minus_Inflamed","Inflamed","Stricture",0,6,0,0,6,FALSE
"JCI2024","B_cell::CSM","Mast","Stricture_minus_Non_stricture","Non-stricture","Stricture",5,6,5,0,1,TRUE
"JCI2024","B_cell::CSM","Mast","Stricture_minus_Control","Control","Stricture",0,6,0,0,6,FALSE
"JCI2024","B_cell::CSM","Mast","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::CSM","Mast","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::CSM","Mast","Stricture_minus_Inflamed","Inflamed","Stricture",0,6,0,0,6,FALSE
"JCI2024","B_cell::CSM","Mesenchymal_stromal","Stricture_minus_Non_stricture","Non-stricture","Stricture",5,6,5,0,1,TRUE
"JCI2024","B_cell::CSM","Mesenchymal_stromal","Stricture_minus_Control","Control","Stricture",0,6,0,0,6,FALSE
"JCI2024","B_cell::CSM","Mesenchymal_stromal","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::CSM","Mesenchymal_stromal","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::CSM","Mesenchymal_stromal","Stricture_minus_Inflamed","Inflamed","Stricture",0,6,0,0,6,FALSE
"JCI2024","B_cell::CSM","Myeloid","Stricture_minus_Non_stricture","Non-stricture","Stricture",5,6,5,0,1,TRUE
"JCI2024","B_cell::CSM","Myeloid","Stricture_minus_Control","Control","Stricture",0,6,0,0,6,FALSE
"JCI2024","B_cell::CSM","Myeloid","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::CSM","Myeloid","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::CSM","Myeloid","Stricture_minus_Inflamed","Inflamed","Stricture",0,6,0,0,6,FALSE
"JCI2024","B_cell::CSM","T_NK","Stricture_minus_Non_stricture","Non-stricture","Stricture",5,6,5,0,1,TRUE
"JCI2024","B_cell::CSM","T_NK","Stricture_minus_Control","Control","Stricture",0,6,0,0,6,FALSE
"JCI2024","B_cell::CSM","T_NK","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::CSM","T_NK","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::CSM","T_NK","Stricture_minus_Inflamed","Inflamed","Stricture",0,6,0,0,6,FALSE
"JCI2024","B_cell::Centroblast B","Endothelial","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centroblast B","Endothelial","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centroblast B","Endothelial","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centroblast B","Endothelial","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centroblast B","Endothelial","Stricture_minus_Inflamed","Inflamed","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centroblast B","Epithelial","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centroblast B","Epithelial","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centroblast B","Epithelial","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centroblast B","Epithelial","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centroblast B","Epithelial","Stricture_minus_Inflamed","Inflamed","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centroblast B","Mast","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centroblast B","Mast","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centroblast B","Mast","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centroblast B","Mast","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centroblast B","Mast","Stricture_minus_Inflamed","Inflamed","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centroblast B","Mesenchymal_stromal","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centroblast B","Mesenchymal_stromal","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centroblast B","Mesenchymal_stromal","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centroblast B","Mesenchymal_stromal","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centroblast B","Mesenchymal_stromal","Stricture_minus_Inflamed","Inflamed","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centroblast B","Myeloid","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centroblast B","Myeloid","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centroblast B","Myeloid","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centroblast B","Myeloid","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centroblast B","Myeloid","Stricture_minus_Inflamed","Inflamed","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centroblast B","T_NK","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centroblast B","T_NK","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centroblast B","T_NK","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centroblast B","T_NK","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centroblast B","T_NK","Stricture_minus_Inflamed","Inflamed","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centrocyte B","Endothelial","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centrocyte B","Endothelial","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centrocyte B","Endothelial","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centrocyte B","Endothelial","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centrocyte B","Endothelial","Stricture_minus_Inflamed","Inflamed","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centrocyte B","Epithelial","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centrocyte B","Epithelial","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centrocyte B","Epithelial","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centrocyte B","Epithelial","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centrocyte B","Epithelial","Stricture_minus_Inflamed","Inflamed","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centrocyte B","Mast","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centrocyte B","Mast","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centrocyte B","Mast","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centrocyte B","Mast","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centrocyte B","Mast","Stricture_minus_Inflamed","Inflamed","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centrocyte B","Mesenchymal_stromal","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centrocyte B","Mesenchymal_stromal","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centrocyte B","Mesenchymal_stromal","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centrocyte B","Mesenchymal_stromal","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centrocyte B","Mesenchymal_stromal","Stricture_minus_Inflamed","Inflamed","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centrocyte B","Myeloid","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centrocyte B","Myeloid","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centrocyte B","Myeloid","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centrocyte B","Myeloid","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centrocyte B","Myeloid","Stricture_minus_Inflamed","Inflamed","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centrocyte B","T_NK","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centrocyte B","T_NK","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centrocyte B","T_NK","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centrocyte B","T_NK","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::Centrocyte B","T_NK","Stricture_minus_Inflamed","Inflamed","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::DN2","Endothelial","Stricture_minus_Non_stricture","Non-stricture","Stricture",3,4,2,1,2,TRUE
"JCI2024","B_cell::DN2","Endothelial","Stricture_minus_Control","Control","Stricture",0,4,0,0,4,FALSE
"JCI2024","B_cell::DN2","Endothelial","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::DN2","Endothelial","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::DN2","Endothelial","Stricture_minus_Inflamed","Inflamed","Stricture",0,4,0,0,4,FALSE
"JCI2024","B_cell::DN2","Epithelial","Stricture_minus_Non_stricture","Non-stricture","Stricture",3,4,2,1,2,TRUE
"JCI2024","B_cell::DN2","Epithelial","Stricture_minus_Control","Control","Stricture",0,4,0,0,4,FALSE
"JCI2024","B_cell::DN2","Epithelial","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::DN2","Epithelial","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::DN2","Epithelial","Stricture_minus_Inflamed","Inflamed","Stricture",0,4,0,0,4,FALSE
"JCI2024","B_cell::DN2","Mast","Stricture_minus_Non_stricture","Non-stricture","Stricture",3,4,2,1,2,TRUE
"JCI2024","B_cell::DN2","Mast","Stricture_minus_Control","Control","Stricture",0,4,0,0,4,FALSE
"JCI2024","B_cell::DN2","Mast","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::DN2","Mast","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::DN2","Mast","Stricture_minus_Inflamed","Inflamed","Stricture",0,4,0,0,4,FALSE
"JCI2024","B_cell::DN2","Mesenchymal_stromal","Stricture_minus_Non_stricture","Non-stricture","Stricture",3,4,2,1,2,TRUE
"JCI2024","B_cell::DN2","Mesenchymal_stromal","Stricture_minus_Control","Control","Stricture",0,4,0,0,4,FALSE
"JCI2024","B_cell::DN2","Mesenchymal_stromal","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::DN2","Mesenchymal_stromal","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::DN2","Mesenchymal_stromal","Stricture_minus_Inflamed","Inflamed","Stricture",0,4,0,0,4,FALSE
"JCI2024","B_cell::DN2","Myeloid","Stricture_minus_Non_stricture","Non-stricture","Stricture",3,4,2,1,2,TRUE
"JCI2024","B_cell::DN2","Myeloid","Stricture_minus_Control","Control","Stricture",0,4,0,0,4,FALSE
"JCI2024","B_cell::DN2","Myeloid","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::DN2","Myeloid","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::DN2","Myeloid","Stricture_minus_Inflamed","Inflamed","Stricture",0,4,0,0,4,FALSE
"JCI2024","B_cell::DN2","T_NK","Stricture_minus_Non_stricture","Non-stricture","Stricture",3,4,2,1,2,TRUE
"JCI2024","B_cell::DN2","T_NK","Stricture_minus_Control","Control","Stricture",0,4,0,0,4,FALSE
"JCI2024","B_cell::DN2","T_NK","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::DN2","T_NK","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::DN2","T_NK","Stricture_minus_Inflamed","Inflamed","Stricture",0,4,0,0,4,FALSE
"JCI2024","B_cell::IgM-only","Endothelial","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,3,0,0,3,FALSE
"JCI2024","B_cell::IgM-only","Endothelial","Stricture_minus_Control","Control","Stricture",0,3,0,0,3,FALSE
"JCI2024","B_cell::IgM-only","Endothelial","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::IgM-only","Endothelial","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::IgM-only","Endothelial","Stricture_minus_Inflamed","Inflamed","Stricture",0,3,0,0,3,FALSE
"JCI2024","B_cell::IgM-only","Epithelial","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,3,0,0,3,FALSE
"JCI2024","B_cell::IgM-only","Epithelial","Stricture_minus_Control","Control","Stricture",0,3,0,0,3,FALSE
"JCI2024","B_cell::IgM-only","Epithelial","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::IgM-only","Epithelial","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::IgM-only","Epithelial","Stricture_minus_Inflamed","Inflamed","Stricture",0,3,0,0,3,FALSE
"JCI2024","B_cell::IgM-only","Mast","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,3,0,0,3,FALSE
"JCI2024","B_cell::IgM-only","Mast","Stricture_minus_Control","Control","Stricture",0,3,0,0,3,FALSE
"JCI2024","B_cell::IgM-only","Mast","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::IgM-only","Mast","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::IgM-only","Mast","Stricture_minus_Inflamed","Inflamed","Stricture",0,3,0,0,3,FALSE
"JCI2024","B_cell::IgM-only","Mesenchymal_stromal","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,3,0,0,3,FALSE
"JCI2024","B_cell::IgM-only","Mesenchymal_stromal","Stricture_minus_Control","Control","Stricture",0,3,0,0,3,FALSE
"JCI2024","B_cell::IgM-only","Mesenchymal_stromal","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::IgM-only","Mesenchymal_stromal","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::IgM-only","Mesenchymal_stromal","Stricture_minus_Inflamed","Inflamed","Stricture",0,3,0,0,3,FALSE
"JCI2024","B_cell::IgM-only","Myeloid","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,3,0,0,3,FALSE
"JCI2024","B_cell::IgM-only","Myeloid","Stricture_minus_Control","Control","Stricture",0,3,0,0,3,FALSE
"JCI2024","B_cell::IgM-only","Myeloid","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::IgM-only","Myeloid","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::IgM-only","Myeloid","Stricture_minus_Inflamed","Inflamed","Stricture",0,3,0,0,3,FALSE
"JCI2024","B_cell::IgM-only","T_NK","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,3,0,0,3,FALSE
"JCI2024","B_cell::IgM-only","T_NK","Stricture_minus_Control","Control","Stricture",0,3,0,0,3,FALSE
"JCI2024","B_cell::IgM-only","T_NK","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::IgM-only","T_NK","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"JCI2024","B_cell::IgM-only","T_NK","Stricture_minus_Inflamed","Inflamed","Stricture",0,3,0,0,3,FALSE
"JCI2024","B_cell::MZ","Endothelial","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"JCI2024","B_cell::MZ","Endothelial","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
